studentid,cgpa,internships,projects,certifications,aptitudetestscore,softskillsrating,extracurricularactivities,placementtraining,ssc_marks,hsc_marks,placementstatus
6047,8.2,1,3,1,77.0,4.2,Yes,Yes,70.0,84.0,Placed
2205,8.3,0,3,1,76.0,4.5,Yes,No,81.0,67.0,NotPlaced
4639,8.2,1,1,2,86.0,3.4,No,Yes,80.0,71.0,NotPlaced
4749,8.2,1,1,2,85.0,4.8,Yes,Yes,79.0,82.0,Placed
3502,8.5,2,3,2,90.0,4.8,Yes,Yes,68.0,87.0,Placed
7347,8.2,2,3,0,76.0,4.2,Yes,Yes,72.0,67.0,Placed
4098,7.3,0,1,1,76.0,4.2,No,No,55.0,66.0,NotPlaced
6877,6.5,1,1,0,79.0,4.2,No,Yes,61.0,59.0,NotPlaced
3858,8.3,2,3,2,82.0,4.4,Yes,No,80.0,80.0,Placed
1223,6.9,1,3,2,86.0,4.4,Yes,Yes,79.0,70.0,Placed
4895,8.2,1,3,0,90.0,4.7,Yes,Yes,80.0,80.0,Placed
464,8.2,2,2,1,76.0,4.6,Yes,Yes,66.0,65.0,NotPlaced
4541,7.7,1,2,2,90.0,4.7,Yes,Yes,58.0,85.0,Placed
7854,8.4,1,3,2,90.0,4.8,Yes,Yes,75.0,87.0,Placed
3085,7.7,1,1,1,68.0,4.2,No,Yes,74.0,74.0,NotPlaced
4440,7.4,0,1,1,61.0,3.8,No,No,62.0,64.0,NotPlaced
9310,6.7,1,1,0,60.0,3.7,No,No,55.0,63.0,NotPlaced
8369,8.6,1,3,3,84.0,4.5,Yes,Yes,73.0,85.0,Placed
3671,7.5,1,3,1,78.0,4.0,No,No,75.0,66.0,NotPlaced
1577,7.6,1,1,1,62.0,4.2,No,No,80.0,65.0,NotPlaced
4447,8.2,1,1,1,69.0,4.2,No,No,58.0,62.0,NotPlaced
9793,8.0,1,3,2,72.0,4.4,Yes,Yes,77.0,87.0,Placed
8696,7.5,1,1,0,90.0,4.6,No,Yes,68.0,73.0,NotPlaced
6375,8.2,1,3,2,90.0,4.8,Yes,Yes,78.0,83.0,Placed
3738,7.0,1,1,1,75.0,4.2,Yes,Yes,61.0,64.0,NotPlaced
2554,8.0,1,3,2,90.0,4.8,No,Yes,85.0,88.0,Placed
7014,8.1,1,3,0,85.0,3.7,Yes,Yes,55.0,79.0,Placed
9043,8.6,1,3,3,88.0,4.6,Yes,Yes,79.0,85.0,Placed
716,6.7,1,1,1,66.0,3.4,No,Yes,59.0,68.0,NotPlaced
3832,6.7,1,1,0,66.0,4.4,No,Yes,63.0,67.0,NotPlaced
6228,7.5,1,2,1,65.0,4.1,No,No,58.0,64.0,NotPlaced
3051,8.2,1,1,1,76.0,3.5,No,Yes,85.0,63.0,Placed
9659,7.6,2,2,2,86.0,4.2,Yes,Yes,73.0,83.0,Placed
9995,7.8,2,2,2,80.0,4.8,Yes,Yes,79.0,69.0,NotPlaced
805,8.2,1,3,2,71.0,4.8,Yes,Yes,73.0,70.0,NotPlaced
1380,7.5,1,1,1,84.0,4.3,No,Yes,55.0,67.0,NotPlaced
14,7.7,1,1,1,74.0,4.6,No,Yes,63.0,73.0,NotPlaced
6261,7.0,0,1,0,62.0,4.7,No,Yes,57.0,72.0,NotPlaced
4697,8.2,1,3,1,80.0,4.8,Yes,Yes,72.0,82.0,Placed
9287,6.6,1,1,1,74.0,4.0,Yes,Yes,55.0,65.0,Placed
557,7.1,0,2,0,67.0,3.2,No,No,57.0,57.0,NotPlaced
8661,7.3,1,3,0,84.0,4.6,Yes,No,61.0,66.0,NotPlaced
3870,8.4,2,3,2,90.0,4.7,Yes,Yes,78.0,82.0,Placed
414,6.5,0,1,0,71.0,3.4,No,Yes,59.0,67.0,NotPlaced
3674,6.5,1,1,0,83.0,3.6,No,Yes,55.0,70.0,NotPlaced
6827,8.7,2,3,2,90.0,4.8,Yes,Yes,77.0,86.0,Placed
1438,8.8,2,3,2,90.0,4.8,Yes,Yes,83.0,67.0,Placed
7402,6.7,1,1,0,73.0,3.5,Yes,Yes,55.0,63.0,NotPlaced
9942,7.8,1,1,1,71.0,3.8,No,Yes,62.0,68.0,NotPlaced
162,7.9,1,2,1,81.0,4.0,Yes,Yes,60.0,71.0,NotPlaced
3962,6.5,1,1,0,67.0,4.2,No,No,57.0,61.0,NotPlaced
8777,8.2,2,3,0,90.0,4.8,Yes,Yes,68.0,82.0,Placed
7837,8.5,1,2,2,81.0,3.8,Yes,Yes,78.0,85.0,NotPlaced
1085,7.6,1,1,3,79.0,4.8,No,Yes,70.0,66.0,NotPlaced
6925,6.5,1,1,1,63.0,4.5,No,No,59.0,69.0,NotPlaced
8360,6.5,1,3,2,78.0,4.2,No,Yes,78.0,71.0,NotPlaced
7467,8.4,1,2,2,86.0,4.2,Yes,Yes,80.0,82.0,NotPlaced
8144,7.4,1,2,1,86.0,4.5,No,Yes,82.0,65.0,NotPlaced
8829,8.2,2,3,2,85.0,4.8,Yes,Yes,73.0,85.0,Placed
2485,7.7,1,0,0,75.0,4.1,Yes,Yes,71.0,61.0,Placed
3847,8.2,1,3,1,79.0,4.4,No,Yes,77.0,81.0,NotPlaced
6119,7.5,1,3,0,71.0,4.7,No,No,73.0,66.0,NotPlaced
9032,8.0,2,3,2,83.0,4.5,Yes,No,79.0,81.0,NotPlaced
5322,6.6,1,2,0,73.0,4.3,Yes,No,58.0,66.0,NotPlaced
5935,8.9,2,3,0,90.0,4.8,Yes,Yes,71.0,84.0,Placed
6331,7.5,1,1,3,79.0,4.5,Yes,No,56.0,71.0,NotPlaced
5573,7.7,1,2,2,61.0,3.8,Yes,Yes,72.0,61.0,NotPlaced
6147,8.4,2,3,0,90.0,4.8,Yes,Yes,58.0,88.0,Placed
2657,6.5,0,1,2,63.0,3.9,No,No,59.0,70.0,NotPlaced
7375,8.4,1,3,1,85.0,4.8,Yes,Yes,55.0,80.0,NotPlaced
5473,8.1,1,3,2,90.0,4.8,Yes,Yes,83.0,88.0,Placed
4070,6.6,1,1,1,66.0,3.9,Yes,Yes,57.0,67.0,NotPlaced
405,6.9,0,1,2,76.0,4.8,Yes,No,78.0,82.0,Placed
7065,6.8,0,1,0,78.0,4.7,Yes,Yes,64.0,68.0,NotPlaced
2672,8.4,1,1,1,82.0,4.3,Yes,Yes,60.0,82.0,NotPlaced
3986,6.6,1,3,1,80.0,4.4,Yes,Yes,79.0,85.0,Placed
8136,8.2,0,3,0,77.0,4.0,Yes,No,69.0,85.0,NotPlaced
9897,8.4,2,3,1,84.0,4.3,Yes,Yes,81.0,87.0,NotPlaced
9192,7.7,1,1,1,73.0,4.2,Yes,Yes,70.0,79.0,NotPlaced
8478,7.2,0,2,0,82.0,4.8,No,Yes,55.0,66.0,NotPlaced
239,8.5,2,3,2,90.0,4.8,Yes,Yes,80.0,79.0,Placed
9255,8.0,1,3,3,87.0,4.6,Yes,No,83.0,88.0,Placed
6262,8.0,1,2,2,87.0,4.6,Yes,Yes,70.0,69.0,Placed
7474,7.4,1,1,1,62.0,4.8,Yes,Yes,55.0,71.0,NotPlaced
9915,8.3,2,2,2,90.0,4.6,Yes,Yes,75.0,86.0,NotPlaced
1961,8.3,2,3,0,77.0,4.1,Yes,Yes,84.0,64.0,NotPlaced
5108,7.7,1,3,2,90.0,4.7,Yes,Yes,82.0,73.0,Placed
5364,8.4,0,2,0,81.0,4.4,Yes,Yes,61.0,68.0,Placed
8058,8.3,1,3,2,90.0,4.7,Yes,Yes,69.0,80.0,Placed
2331,7.4,2,2,1,78.0,4.3,Yes,No,68.0,69.0,NotPlaced
200,7.8,2,3,0,79.0,4.3,Yes,No,87.0,87.0,NotPlaced
6566,8.3,2,3,2,90.0,4.8,Yes,Yes,75.0,85.0,Placed
7740,7.4,1,1,0,80.0,3.4,No,No,55.0,63.0,NotPlaced
4192,7.8,2,3,0,83.0,4.2,Yes,Yes,80.0,87.0,Placed
7891,7.6,1,1,1,66.0,3.8,No,No,56.0,67.0,NotPlaced
6,7.0,0,2,2,71.0,4.2,Yes,No,55.0,66.0,NotPlaced
789,6.5,1,1,1,78.0,4.0,No,No,65.0,65.0,NotPlaced
7332,8.0,1,2,1,78.0,3.6,Yes,Yes,79.0,83.0,NotPlaced
6459,7.4,2,3,2,80.0,4.6,Yes,Yes,79.0,73.0,NotPlaced
8012,6.5,1,3,2,81.0,4.5,No,No,72.0,82.0,Placed
8855,8.0,0,2,2,90.0,4.8,Yes,Yes,68.0,85.0,Placed
3006,8.3,2,3,2,89.0,4.1,Yes,Yes,77.0,77.0,Placed
9739,6.6,1,1,0,76.0,4.8,Yes,Yes,77.0,71.0,NotPlaced
5783,6.9,2,3,0,86.0,4.6,No,Yes,70.0,85.0,NotPlaced
1908,7.6,1,1,1,72.0,3.3,No,Yes,58.0,61.0,NotPlaced
2282,6.6,1,1,0,68.0,3.9,Yes,Yes,55.0,67.0,Placed
3373,7.4,1,1,2,85.0,4.4,Yes,No,75.0,67.0,Placed
9037,6.9,1,1,1,84.0,4.7,Yes,No,55.0,73.0,NotPlaced
2896,8.3,1,2,1,84.0,4.3,Yes,Yes,64.0,71.0,NotPlaced
9993,8.0,2,1,2,78.0,4.4,Yes,Yes,75.0,72.0,Placed
7488,8.1,1,2,0,84.0,4.3,No,No,58.0,80.0,Placed
1944,8.3,1,3,2,85.0,4.1,Yes,Yes,76.0,86.0,Placed
980,6.6,1,2,0,88.0,4.0,No,No,78.0,67.0,NotPlaced
2928,6.5,1,1,1,68.0,4.6,No,No,58.0,63.0,NotPlaced
8006,8.6,1,3,0,89.0,4.8,Yes,Yes,74.0,61.0,Placed
7871,8.5,2,3,2,86.0,4.7,Yes,Yes,71.0,79.0,Placed
2659,7.6,1,2,0,75.0,3.9,Yes,Yes,57.0,62.0,NotPlaced
1542,7.6,1,1,2,81.0,4.2,Yes,Yes,86.0,81.0,NotPlaced
8602,8.5,2,3,2,90.0,4.6,Yes,Yes,81.0,88.0,Placed
4374,8.3,0,3,2,87.0,4.7,Yes,Yes,77.0,83.0,Placed
8708,6.7,2,1,2,71.0,4.0,No,Yes,55.0,65.0,NotPlaced
5639,7.5,1,3,2,90.0,4.8,Yes,Yes,71.0,84.0,Placed
4667,7.7,1,3,2,86.0,4.4,Yes,Yes,83.0,67.0,Placed
2737,7.6,2,2,1,84.0,4.8,Yes,Yes,90.0,84.0,NotPlaced
6812,8.2,0,3,2,90.0,4.7,Yes,Yes,76.0,88.0,Placed
3981,8.2,2,3,2,90.0,4.8,Yes,Yes,85.0,80.0,Placed
5194,8.1,1,2,1,81.0,4.7,Yes,Yes,61.0,84.0,NotPlaced
273,7.7,1,2,0,81.0,3.8,Yes,Yes,65.0,59.0,NotPlaced
9031,8.6,2,3,2,76.0,4.2,Yes,Yes,81.0,84.0,Placed
2286,7.4,1,2,0,80.0,4.3,No,Yes,65.0,67.0,NotPlaced
3344,7.7,1,2,0,77.0,4.3,Yes,Yes,61.0,83.0,Placed
5911,6.7,1,1,1,66.0,3.5,Yes,No,86.0,69.0,NotPlaced
2376,7.4,1,1,0,77.0,3.6,No,No,55.0,65.0,NotPlaced
6136,6.5,1,1,1,69.0,4.2,Yes,No,70.0,69.0,Placed
7611,8.2,2,1,2,90.0,4.6,Yes,Yes,74.0,79.0,Placed
9113,6.5,1,1,1,84.0,4.0,Yes,Yes,68.0,81.0,Placed
5686,8.3,0,3,2,88.0,4.8,Yes,Yes,74.0,72.0,Placed
7564,8.7,0,1,0,87.0,4.8,Yes,No,77.0,79.0,Placed
6655,8.3,1,3,2,83.0,4.7,Yes,No,77.0,87.0,Placed
9445,8.5,1,2,2,85.0,4.8,Yes,Yes,88.0,88.0,Placed
9818,8.2,2,2,2,90.0,4.8,Yes,Yes,89.0,84.0,Placed
9898,6.5,1,1,0,65.0,3.6,No,Yes,56.0,63.0,NotPlaced
8192,6.5,1,2,0,89.0,4.5,No,Yes,61.0,70.0,NotPlaced
283,8.2,1,1,2,86.0,4.4,No,No,76.0,82.0,NotPlaced
5837,8.2,1,1,0,88.0,3.9,No,Yes,66.0,64.0,NotPlaced
2067,7.5,0,2,1,81.0,4.1,Yes,No,56.0,66.0,NotPlaced
8980,8.6,2,3,0,87.0,4.7,Yes,Yes,76.0,73.0,NotPlaced
1361,7.3,1,2,0,76.0,4.5,No,Yes,60.0,68.0,NotPlaced
3164,6.5,1,1,0,88.0,4.0,Yes,Yes,58.0,70.0,Placed
6184,7.9,1,3,1,82.0,4.5,Yes,Yes,77.0,81.0,Placed
5834,7.4,1,3,0,71.0,4.4,No,Yes,84.0,64.0,Placed
8918,8.2,0,1,3,84.0,4.8,Yes,Yes,88.0,69.0,Placed
2341,6.6,1,1,0,69.0,4.2,Yes,Yes,55.0,69.0,NotPlaced
1468,6.6,1,1,1,71.0,4.2,Yes,Yes,55.0,71.0,NotPlaced
7096,7.1,1,1,2,73.0,4.2,Yes,No,78.0,62.0,NotPlaced
560,7.6,2,2,0,72.0,4.3,No,Yes,77.0,67.0,Placed
9181,7.6,0,1,0,82.0,3.8,No,No,80.0,70.0,NotPlaced
9575,7.7,1,2,1,84.0,4.5,Yes,Yes,69.0,69.0,Placed
8749,6.5,1,2,2,76.0,4.8,No,Yes,81.0,85.0,NotPlaced
1679,8.4,0,2,0,86.0,4.6,Yes,Yes,77.0,80.0,NotPlaced
6948,6.7,1,1,1,82.0,4.4,Yes,Yes,82.0,73.0,NotPlaced
1169,8.0,1,3,2,90.0,4.8,Yes,Yes,77.0,83.0,NotPlaced
5755,7.1,0,3,0,80.0,4.4,Yes,No,80.0,83.0,Placed
282,8.2,1,2,1,79.0,3.8,Yes,Yes,55.0,70.0,NotPlaced
2803,8.3,1,3,2,87.0,4.4,Yes,Yes,76.0,83.0,Placed
4117,6.7,1,1,0,76.0,4.2,No,No,61.0,63.0,Placed
8209,6.9,1,2,0,80.0,3.4,No,No,55.0,71.0,NotPlaced
1747,7.4,2,2,1,72.0,3.5,No,No,73.0,69.0,NotPlaced
129,7.4,1,1,1,64.0,4.3,No,Yes,73.0,73.0,NotPlaced
7248,7.6,2,3,2,90.0,4.8,Yes,Yes,81.0,84.0,Placed
7711,8.3,2,3,1,85.0,4.8,Yes,Yes,79.0,86.0,Placed
4127,8.6,2,3,2,90.0,4.8,Yes,Yes,82.0,86.0,Placed
1802,7.4,0,2,0,76.0,3.8,No,Yes,66.0,70.0,NotPlaced
3046,6.5,0,1,1,64.0,4.5,Yes,Yes,70.0,87.0,NotPlaced
2912,6.7,1,2,1,64.0,3.8,No,Yes,82.0,64.0,NotPlaced
8080,6.7,1,2,2,68.0,4.1,Yes,No,79.0,70.0,NotPlaced
7771,8.1,1,1,0,84.0,3.7,Yes,No,64.0,64.0,NotPlaced
6974,6.8,0,1,0,82.0,4.0,No,Yes,65.0,63.0,Placed
8970,7.9,1,2,1,81.0,4.8,No,Yes,74.0,65.0,NotPlaced
5087,7.9,0,1,1,74.0,3.9,Yes,Yes,79.0,62.0,NotPlaced
6936,6.5,1,1,0,80.0,4.4,Yes,Yes,55.0,66.0,NotPlaced
1127,7.5,0,3,1,84.0,4.2,No,Yes,56.0,68.0,NotPlaced
217,6.9,1,2,1,74.0,4.1,No,No,55.0,69.0,NotPlaced
8391,6.8,1,3,2,78.0,4.5,Yes,Yes,76.0,85.0,NotPlaced
7095,6.5,0,1,0,66.0,3.5,No,No,61.0,66.0,NotPlaced
433,7.7,2,1,1,64.0,3.7,No,Yes,77.0,70.0,NotPlaced
1491,7.1,1,2,1,80.0,4.7,No,Yes,57.0,74.0,Placed
5214,6.5,0,2,1,65.0,4.4,No,No,60.0,69.0,NotPlaced
5551,7.5,1,1,0,65.0,3.9,No,Yes,58.0,69.0,NotPlaced
5901,6.8,1,1,0,85.0,4.3,No,Yes,86.0,83.0,Placed
6241,8.6,2,2,2,81.0,4.6,Yes,Yes,83.0,84.0,Placed
6884,8.3,2,3,3,88.0,4.8,Yes,Yes,78.0,84.0,Placed
3699,7.3,1,1,0,76.0,4.3,No,No,55.0,66.0,NotPlaced
6191,7.5,1,2,0,80.0,4.3,No,No,76.0,71.0,NotPlaced
3396,8.5,2,3,2,88.0,4.6,Yes,No,68.0,87.0,Placed
2667,8.2,2,3,2,90.0,4.8,Yes,Yes,73.0,83.0,Placed
7150,8.6,1,3,2,85.0,4.8,Yes,Yes,82.0,84.0,Placed
4005,7.9,1,1,1,75.0,4.4,Yes,Yes,74.0,70.0,NotPlaced
5229,7.1,1,1,1,72.0,3.2,No,No,58.0,64.0,NotPlaced
7841,7.7,1,1,1,78.0,4.8,No,No,65.0,72.0,NotPlaced
9418,7.7,1,3,2,83.0,4.0,Yes,Yes,86.0,67.0,Placed
4922,6.6,1,2,1,62.0,3.7,No,Yes,73.0,60.0,NotPlaced
9344,6.8,1,1,1,67.0,4.4,No,No,68.0,65.0,NotPlaced
2493,8.0,0,1,0,70.0,3.6,No,No,56.0,63.0,NotPlaced
2557,8.4,1,2,2,86.0,4.8,No,Yes,87.0,85.0,Placed
6143,7.9,1,3,3,86.0,4.5,Yes,Yes,69.0,67.0,Placed
4217,7.6,1,1,1,77.0,3.9,No,No,55.0,61.0,NotPlaced
6252,8.2,0,3,2,87.0,4.8,Yes,No,75.0,88.0,Placed
4092,8.6,1,1,0,87.0,4.8,Yes,Yes,69.0,82.0,Placed
5894,8.0,2,1,2,89.0,4.2,No,Yes,68.0,82.0,NotPlaced
1406,7.5,0,1,0,64.0,4.3,No,No,69.0,69.0,NotPlaced
2876,7.5,1,2,0,79.0,4.7,No,No,69.0,67.0,NotPlaced
7608,7.6,1,1,0,69.0,4.0,No,Yes,59.0,65.0,NotPlaced
5986,8.4,2,3,2,77.0,4.5,Yes,Yes,74.0,83.0,NotPlaced
2319,8.3,1,3,2,89.0,4.7,Yes,Yes,72.0,80.0,NotPlaced
752,8.2,2,3,1,79.0,4.8,Yes,Yes,79.0,86.0,Placed
2982,7.7,0,1,1,77.0,3.3,No,No,56.0,68.0,NotPlaced
1016,8.6,1,3,1,83.0,4.7,Yes,Yes,81.0,87.0,Placed
2401,7.4,1,1,2,68.0,4.3,No,Yes,61.0,60.0,NotPlaced
6659,8.5,1,1,1,71.0,4.0,Yes,Yes,59.0,83.0,NotPlaced
3842,7.7,1,1,0,75.0,4.1,No,Yes,86.0,69.0,Placed
1561,7.5,1,1,1,77.0,3.9,Yes,Yes,58.0,71.0,NotPlaced
4765,7.4,1,2,0,76.0,4.5,No,No,68.0,73.0,NotPlaced
7663,8.3,0,3,2,90.0,4.5,Yes,Yes,74.0,83.0,Placed
9023,6.5,1,2,1,76.0,4.1,Yes,No,56.0,70.0,NotPlaced
3465,7.7,0,2,1,81.0,4.1,Yes,Yes,69.0,85.0,NotPlaced
2295,8.4,2,3,2,90.0,4.5,Yes,No,75.0,86.0,Placed
2232,8.4,1,3,1,78.0,4.4,No,No,69.0,73.0,NotPlaced
3439,7.3,1,3,0,87.0,4.6,Yes,No,55.0,70.0,NotPlaced
140,8.9,2,3,2,90.0,4.8,Yes,Yes,69.0,85.0,Placed
1582,8.4,1,1,2,81.0,4.8,Yes,No,84.0,80.0,Placed
2249,6.6,0,2,0,64.0,4.2,No,No,55.0,85.0,NotPlaced
4452,8.9,1,3,1,74.0,4.5,Yes,Yes,62.0,81.0,Placed
9208,7.0,1,2,0,72.0,4.6,Yes,Yes,68.0,74.0,Placed
5815,7.5,1,3,2,88.0,4.8,Yes,Yes,81.0,77.0,Placed
5284,8.2,1,1,2,87.0,4.3,Yes,No,69.0,86.0,NotPlaced
6632,7.4,0,2,0,85.0,4.4,No,No,89.0,69.0,NotPlaced
661,7.4,1,1,1,73.0,3.7,No,No,55.0,63.0,NotPlaced
9946,6.6,1,1,1,70.0,4.1,Yes,Yes,56.0,75.0,NotPlaced
6133,6.5,0,1,0,74.0,4.1,Yes,No,66.0,61.0,NotPlaced
650,7.6,0,1,2,74.0,4.6,Yes,Yes,76.0,67.0,Placed
7843,7.9,2,3,2,76.0,4.5,Yes,No,87.0,82.0,Placed
28,8.3,1,1,1,81.0,4.5,Yes,Yes,64.0,65.0,NotPlaced
8832,6.5,1,2,1,69.0,3.8,No,Yes,56.0,71.0,NotPlaced
4642,8.3,2,3,2,90.0,4.8,Yes,Yes,73.0,87.0,Placed
8993,7.3,2,3,2,78.0,4.7,No,Yes,70.0,88.0,NotPlaced
6956,8.1,2,3,2,90.0,4.6,Yes,Yes,71.0,87.0,Placed
3773,8.3,0,3,2,90.0,4.3,Yes,Yes,77.0,85.0,Placed
290,8.5,0,2,2,75.0,4.5,Yes,No,76.0,83.0,Placed
256,8.5,1,3,2,75.0,4.5,Yes,Yes,75.0,84.0,NotPlaced
7265,7.7,1,1,1,67.0,3.7,No,No,55.0,68.0,NotPlaced
3837,7.5,0,2,0,76.0,4.2,Yes,Yes,55.0,73.0,NotPlaced
4012,8.1,2,3,2,90.0,4.8,Yes,Yes,87.0,82.0,Placed
9872,7.4,0,1,1,83.0,3.8,No,No,55.0,72.0,NotPlaced
3062,8.1,2,3,2,89.0,4.8,Yes,Yes,88.0,67.0,NotPlaced
8177,7.9,0,3,2,80.0,4.7,Yes,Yes,77.0,83.0,Placed
7275,7.6,1,1,0,64.0,3.4,No,No,55.0,59.0,NotPlaced
4711,7.1,2,1,2,77.0,4.1,Yes,Yes,61.0,68.0,NotPlaced
6560,8.3,2,3,2,86.0,4.8,Yes,Yes,78.0,83.0,Placed
4474,7.8,0,2,0,74.0,4.3,No,No,56.0,64.0,NotPlaced
2865,8.4,2,3,2,90.0,4.8,Yes,Yes,76.0,88.0,Placed
1554,8.2,2,3,2,81.0,4.8,Yes,No,80.0,79.0,Placed
6217,7.4,0,1,0,65.0,4.2,No,No,64.0,67.0,NotPlaced
2841,8.2,2,3,2,90.0,4.7,Yes,Yes,83.0,78.0,Placed
9830,8.4,2,3,2,90.0,4.5,Yes,Yes,78.0,84.0,NotPlaced
311,7.6,1,1,0,66.0,4.1,No,Yes,62.0,73.0,NotPlaced
3305,7.5,1,1,0,75.0,3.7,No,No,57.0,66.0,NotPlaced
6258,8.7,2,3,0,80.0,4.7,Yes,Yes,80.0,74.0,Placed
8902,6.9,2,2,2,90.0,4.8,No,Yes,85.0,85.0,Placed
3790,8.9,1,3,2,86.0,4.8,Yes,Yes,78.0,77.0,Placed
3271,8.4,2,3,2,90.0,4.6,Yes,Yes,83.0,88.0,Placed
9443,8.0,2,3,2,90.0,4.8,Yes,Yes,71.0,87.0,Placed
3219,6.7,1,1,1,67.0,4.7,No,Yes,81.0,64.0,Placed
4673,8.4,1,1,2,78.0,4.1,No,Yes,73.0,79.0,NotPlaced
6961,8.3,2,3,2,90.0,4.7,Yes,Yes,82.0,83.0,Placed
8968,7.4,1,1,0,80.0,4.3,No,Yes,58.0,69.0,Placed
4119,7.8,0,2,0,71.0,4.4,No,Yes,74.0,65.0,NotPlaced
3347,6.5,1,2,0,72.0,4.1,No,No,55.0,70.0,NotPlaced
2387,7.8,1,2,0,83.0,4.8,Yes,Yes,78.0,80.0,Placed
9816,6.5,1,2,0,76.0,4.2,No,Yes,55.0,64.0,NotPlaced
2944,8.1,2,1,0,86.0,4.3,Yes,Yes,72.0,80.0,NotPlaced
4482,8.2,2,1,2,81.0,4.0,Yes,Yes,83.0,86.0,NotPlaced
2844,8.1,1,3,1,68.0,4.7,No,Yes,59.0,68.0,NotPlaced
7047,6.5,1,1,1,61.0,4.2,No,Yes,64.0,69.0,NotPlaced
4444,6.8,1,2,1,73.0,4.3,Yes,No,86.0,71.0,NotPlaced
8587,8.1,1,3,0,74.0,4.0,Yes,Yes,62.0,83.0,Placed
2915,6.6,1,1,0,71.0,4.5,Yes,No,90.0,64.0,NotPlaced
5209,6.5,0,1,0,85.0,3.9,No,No,55.0,69.0,NotPlaced
490,8.3,1,3,0,82.0,4.8,Yes,Yes,71.0,88.0,NotPlaced
4461,8.2,2,3,2,90.0,4.8,Yes,Yes,85.0,80.0,Placed
648,8.3,1,3,0,84.0,4.6,Yes,Yes,72.0,83.0,NotPlaced
5985,7.7,1,1,2,64.0,4.4,Yes,Yes,61.0,64.0,NotPlaced
9899,7.5,0,1,1,73.0,4.6,Yes,Yes,56.0,62.0,NotPlaced
2847,8.4,1,3,0,87.0,4.3,Yes,Yes,59.0,81.0,NotPlaced
6815,8.3,1,3,2,90.0,4.8,Yes,No,82.0,84.0,Placed
1556,7.8,2,3,1,79.0,4.6,No,No,55.0,68.0,NotPlaced
7348,8.1,2,3,2,90.0,4.8,Yes,Yes,75.0,84.0,Placed
3665,6.6,1,1,0,78.0,3.7,No,Yes,73.0,68.0,NotPlaced
8407,8.5,2,3,2,82.0,4.4,Yes,Yes,76.0,65.0,Placed
6946,7.5,0,3,1,79.0,4.4,Yes,Yes,55.0,67.0,NotPlaced
7785,8.4,0,3,1,86.0,4.0,Yes,Yes,85.0,67.0,NotPlaced
3974,7.6,1,0,0,84.0,4.8,Yes,Yes,60.0,69.0,Placed
4668,8.3,2,3,2,90.0,4.7,No,Yes,71.0,73.0,Placed
3127,8.6,1,3,1,85.0,4.8,Yes,No,73.0,86.0,NotPlaced
2160,7.4,1,1,1,68.0,4.5,No,No,69.0,68.0,NotPlaced
1953,7.8,0,2,0,86.0,4.1,Yes,Yes,85.0,84.0,NotPlaced
6070,6.9,1,1,0,79.0,4.7,Yes,No,71.0,71.0,NotPlaced
5531,8.0,1,3,2,79.0,4.6,Yes,Yes,68.0,87.0,Placed
5497,8.4,2,3,2,85.0,4.7,Yes,Yes,87.0,85.0,NotPlaced
9371,7.5,1,1,1,87.0,4.8,No,Yes,69.0,72.0,Placed
6186,7.6,1,3,0,70.0,3.9,Yes,Yes,85.0,67.0,NotPlaced
7340,7.6,1,3,2,90.0,4.8,Yes,Yes,74.0,83.0,NotPlaced
9637,6.5,1,3,0,83.0,4.3,Yes,Yes,74.0,62.0,NotPlaced
8367,7.3,0,1,1,71.0,4.6,No,No,57.0,67.0,NotPlaced
3,7.3,1,2,2,82.0,4.8,Yes,No,79.0,80.0,NotPlaced
1703,8.2,2,3,2,88.0,4.8,Yes,Yes,65.0,83.0,Placed
1005,8.6,1,1,2,75.0,4.5,Yes,Yes,68.0,82.0,NotPlaced
3471,8.5,2,3,2,90.0,4.8,Yes,Yes,81.0,80.0,Placed
3544,6.8,0,2,1,71.0,4.0,No,No,58.0,70.0,NotPlaced
1754,8.1,2,3,2,90.0,4.6,Yes,Yes,81.0,88.0,Placed
9999,8.9,0,3,2,87.0,4.8,Yes,Yes,71.0,85.0,Placed
4077,7.7,0,0,2,89.0,4.1,Yes,Yes,74.0,79.0,NotPlaced
7503,8.8,2,3,2,90.0,4.7,Yes,Yes,74.0,86.0,Placed
8431,6.5,0,1,1,66.0,4.6,No,No,62.0,66.0,NotPlaced
5489,7.6,1,2,2,82.0,4.8,Yes,Yes,64.0,80.0,NotPlaced
5692,6.6,1,1,0,74.0,4.6,No,Yes,55.0,75.0,NotPlaced
4506,7.0,1,3,0,90.0,4.2,No,Yes,72.0,84.0,Placed
9683,7.6,1,2,1,73.0,3.7,No,Yes,55.0,62.0,NotPlaced
8422,8.3,2,3,2,90.0,4.8,Yes,Yes,78.0,85.0,Placed
3182,7.8,1,3,1,88.0,4.0,No,Yes,72.0,83.0,NotPlaced
8962,7.8,1,3,0,79.0,4.8,Yes,Yes,72.0,79.0,NotPlaced
6783,7.7,0,1,2,83.0,4.4,Yes,Yes,56.0,61.0,Placed
4963,9.1,1,1,0,75.0,3.8,No,No,55.0,62.0,Placed
4875,8.3,0,3,2,89.0,4.8,Yes,Yes,86.0,85.0,Placed
7886,7.6,1,3,2,72.0,4.8,Yes,Yes,75.0,70.0,NotPlaced
2933,7.5,1,1,0,68.0,3.7,No,No,57.0,63.0,NotPlaced
