studentid,cgpa,internships,projects,certifications,aptitudetestscore,softskillsrating,extracurricularactivities,placementtraining,ssc_marks,hsc_marks,placementstatus
6890,8.2,2,3,2,85.0,4.8,Yes,No,78.0,82.0,Placed
984,8.4,1,3,2,90.0,4.8,Yes,Yes,80.0,78.0,Placed
8610,7.0,2,1,1,88.0,4.8,Yes,Yes,75.0,81.0,Placed
7719,6.5,1,2,0,81.0,3.5,No,Yes,62.0,63.0,Placed
2121,7.5,1,2,0,67.0,4.4,Yes,No,66.0,84.0,NotPlaced
4618,8.8,2,2,2,77.0,3.9,Yes,No,87.0,81.0,NotPlaced
8133,7.7,2,2,2,90.0,4.8,Yes,Yes,81.0,88.0,Placed
7450,7.5,1,2,0,78.0,3.9,No,No,66.0,68.0,NotPlaced
1786,8.3,1,1,0,89.0,3.9,No,Yes,62.0,73.0,Placed
6994,7.9,1,2,0,73.0,4.5,Yes,No,68.0,74.0,Placed
5600,8.6,1,3,2,76.0,4.0,No,No,71.0,88.0,NotPlaced
411,8.7,2,1,0,90.0,4.7,Yes,Yes,74.0,86.0,Placed
9909,8.5,1,3,2,88.0,4.6,Yes,Yes,73.0,84.0,NotPlaced
7030,8.3,1,1,0,69.0,4.8,Yes,No,83.0,67.0,Placed
7187,8.0,2,3,2,89.0,3.7,No,Yes,81.0,83.0,Placed
147,7.9,1,1,1,62.0,4.6,Yes,Yes,87.0,82.0,NotPlaced
4632,8.8,0,1,0,84.0,4.5,No,Yes,58.0,69.0,Placed
2027,7.3,1,1,0,70.0,3.7,Yes,Yes,61.0,67.0,NotPlaced
273,7.7,1,2,0,81.0,3.8,Yes,Yes,65.0,59.0,NotPlaced
1676,7.5,1,2,1,74.0,4.7,No,Yes,55.0,60.0,Placed
772,6.8,0,3,1,82.0,4.2,Yes,Yes,74.0,72.0,NotPlaced
3963,8.7,2,3,0,90.0,4.8,Yes,No,76.0,78.0,Placed
7314,6.6,1,1,0,74.0,3.6,No,No,55.0,67.0,NotPlaced
3405,8.5,2,1,2,77.0,4.5,Yes,Yes,66.0,71.0,Placed
2372,7.8,0,2,0,74.0,4.2,No,Yes,55.0,68.0,NotPlaced
7973,8.2,1,2,3,84.0,4.0,Yes,Yes,82.0,63.0,NotPlaced
4683,8.5,2,3,2,90.0,4.8,Yes,Yes,82.0,70.0,Placed
6027,6.5,0,3,2,84.0,3.9,Yes,Yes,83.0,88.0,Placed
3618,6.7,0,3,2,90.0,4.8,Yes,Yes,76.0,88.0,Placed
9885,6.7,1,1,0,76.0,3.8,Yes,Yes,60.0,67.0,NotPlaced
1868,6.7,1,1,0,80.0,3.5,No,No,57.0,62.0,NotPlaced
848,7.5,2,1,2,79.0,3.9,Yes,Yes,68.0,82.0,NotPlaced
6000,7.5,0,1,1,82.0,4.7,No,No,72.0,70.0,NotPlaced
806,7.6,1,2,1,89.0,4.5,No,No,60.0,64.0,NotPlaced
6758,7.9,1,2,0,86.0,4.5,Yes,Yes,76.0,70.0,NotPlaced
3153,8.1,2,3,2,86.0,4.7,Yes,Yes,84.0,84.0,Placed
6914,7.6,1,2,0,63.0,4.7,No,No,55.0,63.0,NotPlaced
765,7.5,1,3,0,80.0,4.0,Yes,Yes,60.0,62.0,NotPlaced
8825,8.6,0,3,0,86.0,4.5,Yes,No,70.0,83.0,NotPlaced
410,8.6,2,3,0,87.0,4.8,No,No,75.0,66.0,NotPlaced
8139,7.9,0,1,1,61.0,4.4,No,No,55.0,64.0,NotPlaced
2114,8.0,2,3,2,90.0,4.5,Yes,Yes,77.0,88.0,Placed
6110,8.0,1,3,2,87.0,4.8,Yes,Yes,70.0,85.0,NotPlaced
9388,7.9,2,2,0,71.0,4.4,Yes,No,55.0,69.0,NotPlaced
6043,8.4,2,3,2,89.0,4.8,Yes,Yes,76.0,85.0,Placed
1760,8.1,2,3,2,82.0,4.5,Yes,Yes,79.0,87.0,NotPlaced
1539,6.7,0,1,0,66.0,3.7,No,Yes,55.0,66.0,Placed
6784,8.2,1,2,3,83.0,4.4,Yes,Yes,76.0,84.0,Placed
6507,7.7,1,1,0,74.0,4.5,No,No,84.0,67.0,NotPlaced
877,8.7,1,3,2,90.0,4.8,Yes,Yes,76.0,85.0,Placed
9976,7.9,2,3,2,90.0,4.6,Yes,Yes,83.0,80.0,Placed
898,6.5,1,1,0,68.0,4.1,No,Yes,55.0,64.0,NotPlaced
7718,8.2,1,2,2,69.0,4.0,Yes,No,58.0,63.0,NotPlaced
665,8.5,0,3,1,83.0,4.0,Yes,Yes,59.0,82.0,NotPlaced
8397,7.6,1,1,1,66.0,4.3,No,No,56.0,71.0,NotPlaced
9008,6.7,0,1,1,85.0,4.2,Yes,Yes,68.0,64.0,Placed
9862,7.5,0,1,1,77.0,4.4,Yes,Yes,55.0,84.0,Placed
6263,8.2,0,1,2,79.0,4.4,No,Yes,80.0,73.0,Placed
863,7.4,0,1,1,65.0,4.7,No,No,55.0,58.0,NotPlaced
4097,6.5,1,2,0,71.0,3.9,No,Yes,55.0,65.0,NotPlaced
9481,8.0,1,3,1,80.0,4.6,Yes,No,80.0,70.0,NotPlaced
4259,7.7,0,2,0,67.0,3.9,No,No,55.0,65.0,NotPlaced
187,6.5,1,1,1,68.0,4.1,No,No,55.0,65.0,NotPlaced
8130,6.6,1,1,0,82.0,3.9,Yes,No,73.0,78.0,NotPlaced
4514,8.2,1,3,2,87.0,4.8,Yes,No,90.0,85.0,Placed
6815,8.3,1,3,2,90.0,4.8,Yes,No,82.0,84.0,Placed
924,7.2,1,1,0,78.0,4.2,No,No,65.0,74.0,NotPlaced
2254,8.0,2,3,0,90.0,4.4,Yes,Yes,72.0,85.0,Placed
5774,8.2,1,1,0,71.0,4.0,No,Yes,56.0,66.0,NotPlaced
9596,7.0,1,3,1,80.0,4.8,Yes,Yes,59.0,68.0,Placed
5011,7.5,1,2,1,83.0,4.0,No,Yes,67.0,71.0,NotPlaced
4636,7.8,2,2,2,89.0,4.7,Yes,Yes,82.0,80.0,Placed
6086,8.4,0,3,2,77.0,4.6,Yes,No,63.0,79.0,Placed
7606,8.0,2,3,2,80.0,4.8,Yes,No,72.0,63.0,Placed
2863,8.3,2,2,2,90.0,4.7,Yes,No,73.0,81.0,NotPlaced
2842,6.5,1,2,1,71.0,4.3,No,Yes,55.0,70.0,NotPlaced
5251,8.3,0,2,2,83.0,4.3,Yes,Yes,70.0,83.0,Placed
6189,7.6,1,1,1,76.0,4.0,No,Yes,83.0,68.0,NotPlaced
3045,7.6,2,1,2,79.0,4.4,No,Yes,57.0,70.0,NotPlaced
5928,7.1,2,3,2,90.0,4.7,Yes,Yes,70.0,83.0,Placed
2037,7.7,1,1,1,82.0,4.6,Yes,Yes,66.0,82.0,NotPlaced
4689,7.4,1,3,0,87.0,4.8,Yes,Yes,72.0,85.0,Placed
3786,6.9,1,2,1,74.0,4.0,Yes,Yes,59.0,59.0,NotPlaced
7963,8.3,0,1,0,87.0,4.5,No,Yes,74.0,69.0,Placed
3043,7.5,1,1,0,73.0,4.0,No,No,74.0,70.0,NotPlaced
6776,7.7,2,3,2,90.0,4.8,Yes,Yes,80.0,83.0,Placed
4264,7.7,0,1,1,77.0,4.3,No,Yes,60.0,72.0,NotPlaced
3512,7.6,1,1,0,70.0,3.8,No,Yes,55.0,63.0,NotPlaced
3488,6.5,1,1,0,67.0,3.9,No,No,58.0,74.0,NotPlaced
7765,7.7,2,3,3,84.0,4.2,Yes,Yes,72.0,79.0,NotPlaced
5178,7.4,2,3,2,90.0,4.6,Yes,No,74.0,87.0,Placed
5070,8.2,2,3,2,84.0,4.8,Yes,Yes,71.0,83.0,Placed
6685,8.4,1,3,2,86.0,4.4,Yes,No,79.0,76.0,NotPlaced
3497,7.7,2,3,2,87.0,4.8,Yes,Yes,77.0,86.0,Placed
7156,8.2,1,3,0,86.0,4.5,Yes,Yes,63.0,72.0,Placed
2599,7.7,1,2,0,84.0,4.7,No,Yes,72.0,61.0,NotPlaced
8269,7.0,1,1,0,70.0,4.1,No,No,56.0,62.0,NotPlaced
6901,8.8,2,3,2,88.0,4.7,Yes,Yes,78.0,88.0,Placed
7560,7.6,1,2,0,74.0,4.1,No,Yes,67.0,69.0,NotPlaced
2654,7.3,1,1,1,67.0,3.4,No,No,55.0,68.0,NotPlaced
5203,7.7,0,1,0,74.0,3.8,No,No,63.0,70.0,NotPlaced
8564,8.2,2,2,0,74.0,4.1,No,No,60.0,74.0,NotPlaced
7189,7.6,1,1,0,88.0,3.9,No,Yes,55.0,68.0,NotPlaced
1886,7.7,1,2,0,85.0,3.7,No,Yes,56.0,72.0,NotPlaced
751,8.1,1,2,3,86.0,4.5,Yes,Yes,88.0,70.0,Placed
80,7.6,1,2,1,72.0,3.9,No,Yes,58.0,66.0,NotPlaced
875,6.5,1,1,2,71.0,4.1,Yes,Yes,64.0,85.0,NotPlaced
1753,8.3,0,3,2,90.0,4.8,Yes,Yes,75.0,83.0,Placed
191,8.4,2,3,2,90.0,4.1,Yes,Yes,76.0,82.0,Placed
539,8.9,2,3,2,90.0,4.8,Yes,Yes,79.0,87.0,Placed
4119,7.8,0,2,0,71.0,4.4,No,Yes,74.0,65.0,NotPlaced
8455,8.3,0,2,0,85.0,4.2,No,No,56.0,67.0,NotPlaced
7281,8.2,2,3,2,90.0,4.8,Yes,Yes,82.0,84.0,Placed
990,6.7,0,1,0,71.0,4.3,No,No,67.0,60.0,NotPlaced
6554,8.5,1,3,2,78.0,4.8,Yes,Yes,76.0,84.0,Placed
9550,8.2,2,3,2,88.0,4.7,Yes,Yes,83.0,83.0,Placed
3677,7.9,1,3,0,69.0,4.0,Yes,Yes,62.0,70.0,Placed
4261,7.7,0,2,0,90.0,4.5,Yes,Yes,86.0,84.0,Placed
1629,8.0,1,1,0,75.0,4.3,Yes,Yes,75.0,85.0,Placed
5733,6.5,1,2,0,66.0,4.2,No,Yes,59.0,64.0,NotPlaced
9195,8.5,2,1,1,70.0,4.3,Yes,Yes,58.0,63.0,Placed
8134,7.5,1,2,0,69.0,4.1,No,Yes,55.0,68.0,NotPlaced
4257,8.2,1,3,2,87.0,4.6,Yes,Yes,77.0,88.0,Placed
9701,7.9,0,2,0,69.0,4.1,No,No,55.0,65.0,NotPlaced
5722,8.0,1,0,2,79.0,4.4,Yes,Yes,73.0,84.0,Placed
8309,6.5,0,2,1,65.0,4.2,Yes,No,57.0,62.0,NotPlaced
2318,7.6,1,3,0,84.0,4.1,No,No,57.0,73.0,NotPlaced
6506,8.2,2,2,2,78.0,4.0,No,No,65.0,63.0,NotPlaced
6004,8.3,1,2,1,76.0,4.2,Yes,Yes,78.0,80.0,NotPlaced
3422,8.4,2,1,2,87.0,4.5,Yes,No,63.0,82.0,Placed
8356,6.5,1,1,0,77.0,4.7,No,No,55.0,83.0,NotPlaced
1243,8.3,0,1,2,90.0,4.8,Yes,Yes,81.0,82.0,Placed
9285,7.5,2,1,1,75.0,4.8,No,No,62.0,62.0,NotPlaced
9574,7.6,0,1,0,82.0,3.9,No,Yes,58.0,72.0,NotPlaced
6098,7.0,1,1,1,69.0,4.6,No,Yes,55.0,70.0,NotPlaced
9534,8.4,2,3,2,86.0,4.2,Yes,Yes,81.0,68.0,Placed
9939,7.4,1,1,2,69.0,4.5,No,Yes,57.0,70.0,NotPlaced
8563,7.9,1,1,1,75.0,4.5,Yes,Yes,71.0,67.0,NotPlaced
2662,7.5,1,2,0,74.0,4.3,No,No,55.0,65.0,NotPlaced
7020,8.2,0,3,2,90.0,4.7,Yes,Yes,67.0,83.0,Placed
8601,7.9,1,3,2,90.0,4.5,Yes,Yes,87.0,85.0,Placed
822,8.1,1,3,1,88.0,4.4,No,Yes,77.0,87.0,Placed
4268,8.2,1,3,2,87.0,4.7,Yes,Yes,73.0,78.0,Placed
9210,7.5,1,2,0,78.0,4.0,Yes,Yes,66.0,85.0,NotPlaced
9459,7.7,0,2,0,74.0,4.5,Yes,Yes,60.0,66.0,NotPlaced
653,6.8,0,3,2,89.0,4.8,Yes,Yes,78.0,69.0,Placed
7696,8.1,2,3,0,79.0,4.8,Yes,Yes,70.0,82.0,NotPlaced
905,8.2,0,3,0,71.0,4.7,Yes,Yes,76.0,88.0,Placed
3917,7.6,2,2,1,73.0,4.7,No,No,59.0,62.0,NotPlaced
7054,7.9,1,1,2,74.0,3.5,No,No,88.0,72.0,NotPlaced
773,7.3,1,2,2,73.0,4.7,Yes,Yes,75.0,72.0,NotPlaced
2357,7.5,1,1,0,66.0,4.1,No,No,63.0,60.0,NotPlaced
7722,8.3,1,2,0,78.0,4.6,Yes,Yes,74.0,60.0,NotPlaced
7418,7.5,1,1,1,72.0,4.5,No,Yes,59.0,65.0,NotPlaced
3079,6.5,2,3,2,79.0,3.7,Yes,Yes,57.0,68.0,Placed
7830,8.4,1,1,0,75.0,3.7,Yes,No,59.0,65.0,NotPlaced
3182,7.8,1,3,1,88.0,4.0,No,Yes,72.0,83.0,NotPlaced
6063,7.5,1,3,1,73.0,4.0,No,Yes,55.0,68.0,NotPlaced
132,6.5,1,1,1,72.0,3.8,No,No,64.0,67.0,NotPlaced
6712,7.8,1,1,1,72.0,4.2,No,Yes,58.0,68.0,NotPlaced
2435,8.4,0,3,2,90.0,4.8,Yes,Yes,83.0,83.0,Placed
2543,8.4,1,3,2,90.0,4.8,Yes,Yes,85.0,88.0,Placed
4409,8.5,0,3,2,90.0,4.7,Yes,No,84.0,60.0,Placed
9456,8.2,1,3,2,90.0,4.8,Yes,Yes,66.0,88.0,Placed
9743,6.5,1,1,1,67.0,3.6,No,No,55.0,65.0,NotPlaced
3133,7.6,0,1,1,71.0,3.9,No,Yes,66.0,65.0,NotPlaced
1486,7.9,0,2,0,83.0,4.0,No,Yes,62.0,69.0,NotPlaced
2807,6.7,1,1,0,74.0,3.9,Yes,Yes,74.0,66.0,NotPlaced
4077,7.7,0,0,2,89.0,4.1,Yes,Yes,74.0,79.0,NotPlaced
1231,6.5,1,1,0,75.0,4.5,No,No,59.0,66.0,NotPlaced
9688,7.7,1,1,1,82.0,4.0,No,No,55.0,61.0,NotPlaced
7590,7.9,1,0,3,90.0,4.8,Yes,Yes,68.0,88.0,NotPlaced
252,6.5,1,1,0,68.0,4.3,No,Yes,55.0,70.0,NotPlaced
4809,6.8,1,2,2,70.0,4.0,Yes,Yes,62.0,69.0,NotPlaced
9332,6.7,1,2,1,78.0,4.4,No,Yes,60.0,69.0,NotPlaced
2509,6.8,1,1,1,72.0,4.3,No,Yes,65.0,60.0,Placed
2771,7.3,0,1,0,64.0,3.7,No,No,62.0,72.0,NotPlaced
2614,8.4,2,3,2,90.0,4.5,Yes,Yes,84.0,85.0,NotPlaced
4233,8.2,1,3,2,90.0,4.4,Yes,Yes,72.0,87.0,Placed
8891,7.5,1,2,2,87.0,3.9,Yes,Yes,81.0,70.0,NotPlaced
3920,8.2,1,3,2,82.0,4.3,Yes,Yes,69.0,81.0,NotPlaced
5985,7.7,1,1,2,64.0,4.4,Yes,Yes,61.0,64.0,NotPlaced
4841,8.0,0,1,3,90.0,4.8,Yes,Yes,81.0,82.0,Placed
9963,7.3,1,1,0,60.0,4.5,No,No,58.0,60.0,NotPlaced
823,8.4,2,3,2,90.0,4.5,Yes,Yes,85.0,86.0,Placed
7980,6.7,1,1,0,76.0,3.8,Yes,Yes,57.0,66.0,Placed
4982,7.5,1,1,0,66.0,3.9,No,Yes,55.0,78.0,NotPlaced
6195,8.1,2,3,2,90.0,4.5,Yes,Yes,80.0,85.0,Placed
1677,6.6,1,3,0,86.0,4.4,No,No,60.0,65.0,NotPlaced
3513,6.5,1,3,0,76.0,4.4,Yes,No,55.0,67.0,NotPlaced
8275,8.0,2,3,2,90.0,4.8,Yes,Yes,79.0,86.0,Placed
663,8.4,1,2,1,85.0,4.8,Yes,Yes,55.0,66.0,Placed
8590,8.1,2,1,2,78.0,4.7,Yes,Yes,78.0,71.0,Placed
1277,8.6,2,2,2,90.0,4.8,Yes,Yes,72.0,88.0,Placed
5835,7.9,2,3,2,80.0,4.4,Yes,Yes,84.0,81.0,Placed
6412,6.9,1,1,1,75.0,3.7,No,Yes,65.0,66.0,NotPlaced
6363,8.8,2,3,2,90.0,4.8,Yes,Yes,72.0,86.0,Placed
5882,6.5,0,1,1,75.0,4.5,Yes,Yes,67.0,81.0,NotPlaced
7713,8.4,1,3,2,77.0,4.5,Yes,Yes,75.0,72.0,NotPlaced
2251,6.5,1,2,1,66.0,4.2,No,No,55.0,72.0,NotPlaced
6995,7.5,1,2,1,74.0,4.0,No,Yes,64.0,82.0,Placed
2682,6.5,1,1,1,79.0,3.8,No,Yes,60.0,69.0,NotPlaced
3212,6.8,0,1,1,63.0,3.7,Yes,No,63.0,65.0,NotPlaced
675,8.3,2,3,2,90.0,4.6,Yes,Yes,80.0,83.0,Placed
3531,8.4,0,3,0,84.0,4.2,Yes,Yes,75.0,82.0,Placed
6943,6.5,1,1,0,72.0,4.0,No,Yes,56.0,71.0,NotPlaced
5992,6.8,1,1,1,68.0,4.5,No,Yes,77.0,67.0,NotPlaced
3965,7.7,1,2,1,76.0,4.8,No,Yes,59.0,68.0,NotPlaced
7298,8.1,2,3,2,90.0,4.7,Yes,Yes,78.0,82.0,Placed
7787,6.7,1,1,1,81.0,4.1,No,No,64.0,72.0,NotPlaced
4450,8.2,1,3,2,79.0,4.8,Yes,Yes,71.0,82.0,Placed
7732,7.4,1,1,1,73.0,4.8,Yes,Yes,61.0,69.0,NotPlaced
9704,7.6,0,2,0,75.0,3.8,Yes,Yes,67.0,68.0,NotPlaced
235,7.5,2,3,0,88.0,4.6,Yes,Yes,79.0,83.0,NotPlaced
6060,8.9,1,3,1,84.0,4.8,Yes,Yes,82.0,81.0,NotPlaced
2199,8.3,0,3,0,82.0,4.5,Yes,Yes,73.0,81.0,Placed
4641,7.7,1,3,2,83.0,4.7,Yes,Yes,83.0,86.0,NotPlaced
6016,7.3,1,1,1,67.0,4.2,No,Yes,62.0,70.0,NotPlaced
7044,7.9,1,3,2,83.0,4.7,Yes,Yes,90.0,86.0,Placed
9780,7.2,0,1,1,65.0,3.8,No,Yes,55.0,59.0,NotPlaced
5553,7.6,1,1,0,77.0,4.5,Yes,Yes,70.0,71.0,NotPlaced
5217,7.8,0,1,1,85.0,4.3,No,No,70.0,80.0,Placed
419,7.5,1,1,0,67.0,4.2,Yes,Yes,57.0,70.0,Placed
371,7.5,1,2,2,70.0,4.7,Yes,Yes,55.0,70.0,NotPlaced
9843,7.7,2,3,2,87.0,4.8,Yes,Yes,57.0,83.0,NotPlaced
2640,8.4,2,3,2,90.0,4.8,Yes,Yes,85.0,78.0,Placed
1700,7.4,1,2,0,79.0,4.7,Yes,Yes,86.0,83.0,NotPlaced
9164,8.2,0,1,1,81.0,4.2,Yes,Yes,68.0,84.0,Placed
1827,6.7,1,1,0,73.0,4.5,No,Yes,60.0,79.0,Placed
3765,8.2,1,3,2,90.0,4.4,Yes,No,74.0,80.0,NotPlaced
1292,7.5,1,3,0,77.0,4.5,Yes,No,82.0,64.0,NotPlaced
2900,8.6,1,1,2,87.0,3.9,Yes,Yes,84.0,84.0,Placed
3693,8.0,2,3,2,90.0,4.8,Yes,Yes,89.0,88.0,Placed
3828,6.7,1,1,1,74.0,3.9,No,Yes,56.0,83.0,NotPlaced
1248,7.7,1,3,2,90.0,4.8,Yes,Yes,79.0,88.0,Placed
4531,8.9,2,3,2,90.0,4.7,Yes,Yes,81.0,87.0,Placed
9918,7.4,1,2,0,70.0,4.3,No,Yes,55.0,71.0,NotPlaced
5296,7.8,1,3,1,80.0,4.8,Yes,No,61.0,81.0,NotPlaced
9577,7.3,1,2,0,84.0,3.9,Yes,Yes,90.0,88.0,Placed
2750,8.6,1,3,0,90.0,4.8,Yes,Yes,87.0,81.0,Placed
5279,6.5,1,2,0,86.0,4.4,Yes,Yes,66.0,69.0,Placed
3957,7.6,1,1,1,77.0,3.9,No,No,55.0,59.0,NotPlaced
2591,7.9,2,2,1,88.0,4.5,Yes,Yes,83.0,73.0,Placed
2983,8.7,1,2,1,90.0,4.6,Yes,Yes,75.0,88.0,Placed
8437,6.5,1,2,1,84.0,3.8,No,Yes,81.0,62.0,NotPlaced
3807,6.5,1,2,1,82.0,4.1,No,Yes,69.0,84.0,NotPlaced
2600,7.3,1,1,0,68.0,4.3,No,No,55.0,72.0,NotPlaced
9742,7.9,2,3,3,81.0,4.4,Yes,No,90.0,81.0,Placed
8016,8.3,2,3,2,90.0,4.8,Yes,No,75.0,80.0,Placed
8794,7.3,2,1,0,83.0,3.7,Yes,Yes,60.0,65.0,Placed
1017,8.1,2,3,3,76.0,4.5,Yes,Yes,69.0,67.0,NotPlaced
5524,7.9,2,1,0,81.0,3.7,Yes,Yes,79.0,66.0,Placed
6678,8.6,2,3,1,88.0,4.8,Yes,Yes,71.0,83.0,Placed
2520,7.7,0,2,0,81.0,4.2,No,Yes,75.0,60.0,NotPlaced
2328,7.8,1,3,0,90.0,4.6,No,Yes,64.0,83.0,NotPlaced
7333,8.0,0,3,2,90.0,4.1,Yes,Yes,59.0,86.0,NotPlaced
1931,8.4,2,3,2,90.0,4.8,Yes,Yes,72.0,82.0,Placed
2837,6.8,1,1,1,71.0,4.3,No,Yes,60.0,62.0,NotPlaced
2660,7.5,1,3,2,78.0,4.6,Yes,Yes,74.0,84.0,Placed
2776,7.0,1,2,1,78.0,4.0,No,No,55.0,71.0,NotPlaced
3728,8.2,0,1,1,89.0,4.7,Yes,Yes,81.0,74.0,NotPlaced
8168,8.1,2,3,2,90.0,4.8,Yes,Yes,89.0,84.0,Placed
8105,7.4,0,2,1,72.0,4.4,No,Yes,60.0,70.0,Placed
9867,8.4,1,1,0,72.0,3.5,No,No,57.0,64.0,NotPlaced
4534,8.7,1,3,2,89.0,4.7,Yes,Yes,79.0,81.0,Placed
3090,7.1,1,1,1,72.0,3.9,No,No,57.0,57.0,NotPlaced
7278,6.8,1,2,0,83.0,4.3,No,No,57.0,64.0,NotPlaced
8999,7.8,0,2,2,87.0,4.6,Yes,Yes,85.0,86.0,Placed
2708,7.5,0,2,0,80.0,4.4,No,Yes,65.0,68.0,NotPlaced
4319,7.6,1,1,1,74.0,4.3,Yes,Yes,61.0,60.0,NotPlaced
696,7.1,2,3,2,90.0,4.4,Yes,Yes,77.0,87.0,Placed
4752,7.1,1,1,1,76.0,4.2,Yes,Yes,81.0,82.0,Placed
6487,7.5,1,1,2,68.0,3.7,Yes,Yes,57.0,70.0,NotPlaced
3304,7.5,0,1,0,75.0,3.7,No,No,61.0,70.0,NotPlaced
2494,7.5,1,2,0,71.0,4.0,Yes,No,55.0,66.0,NotPlaced
685,7.0,1,2,0,67.0,4.3,No,Yes,69.0,69.0,NotPlaced
2721,7.5,1,1,0,69.0,4.3,No,No,60.0,71.0,NotPlaced
276,6.5,2,2,2,79.0,4.5,Yes,Yes,83.0,87.0,Placed
8401,8.2,1,3,0,82.0,4.7,Yes,Yes,78.0,85.0,Placed
1430,7.5,1,3,0,82.0,4.7,Yes,Yes,72.0,88.0,NotPlaced
2665,7.5,0,1,0,80.0,4.5,Yes,Yes,79.0,73.0,NotPlaced
7852,7.9,0,2,1,72.0,4.3,Yes,Yes,60.0,72.0,NotPlaced
7525,7.4,1,1,2,63.0,3.6,No,Yes,62.0,72.0,NotPlaced
7257,8.0,2,1,1,77.0,3.8,No,Yes,83.0,64.0,NotPlaced
9362,6.5,1,3,1,70.0,4.2,No,Yes,58.0,68.0,NotPlaced
9179,8.4,1,2,3,90.0,4.7,Yes,Yes,84.0,71.0,Placed
2380,8.5,1,1,2,72.0,4.0,Yes,Yes,80.0,82.0,Placed
4191,8.3,1,2,0,85.0,4.6,Yes,Yes,73.0,77.0,NotPlaced
985,8.3,1,1,2,88.0,4.1,Yes,No,70.0,80.0,Placed
4058,8.1,1,3,2,82.0,4.7,Yes,Yes,78.0,66.0,Placed
9586,7.6,1,1,0,68.0,3.7,No,No,55.0,67.0,NotPlaced
4899,8.6,2,3,2,90.0,4.8,Yes,Yes,87.0,84.0,Placed
7379,8.5,1,3,2,86.0,4.5,Yes,Yes,89.0,77.0,Placed
8878,8.2,1,3,2,90.0,4.8,Yes,Yes,66.0,84.0,Placed
9453,7.4,0,1,3,66.0,3.3,No,Yes,63.0,71.0,NotPlaced
3118,7.9,1,3,1,82.0,4.1,No,Yes,55.0,69.0,NotPlaced
560,7.6,2,2,0,72.0,4.3,No,Yes,77.0,67.0,Placed
6370,7.3,0,2,0,83.0,4.2,No,Yes,71.0,66.0,NotPlaced
9492,7.5,0,3,1,78.0,4.7,Yes,Yes,66.0,66.0,Placed
9155,7.3,0,1,2,85.0,4.7,Yes,Yes,74.0,84.0,Placed
6469,7.5,1,3,0,80.0,4.0,Yes,Yes,79.0,83.0,NotPlaced
8441,8.5,2,3,2,90.0,4.8,Yes,Yes,70.0,86.0,Placed
3084,8.7,1,3,1,71.0,4.8,Yes,Yes,76.0,81.0,Placed
5237,8.4,1,1,2,80.0,4.8,No,No,71.0,65.0,Placed
8132,6.5,0,1,0,67.0,3.5,No,Yes,55.0,67.0,NotPlaced
8395,7.8,1,2,2,90.0,4.5,Yes,Yes,80.0,64.0,Placed
9361,8.0,2,3,0,90.0,4.8,Yes,Yes,76.0,86.0,Placed
449,6.5,1,1,0,80.0,4.3,Yes,Yes,75.0,68.0,NotPlaced
3119,8.1,1,2,1,85.0,4.7,No,Yes,55.0,80.0,NotPlaced
8519,7.5,1,1,1,74.0,4.5,Yes,Yes,62.0,78.0,NotPlaced
1967,6.6,1,1,1,72.0,4.0,No,No,58.0,63.0,NotPlaced
1565,7.4,1,2,0,82.0,4.6,Yes,Yes,70.0,88.0,NotPlaced
2980,8.2,2,3,2,90.0,4.8,Yes,Yes,79.0,84.0,Placed
4919,8.5,2,1,0,86.0,4.5,Yes,Yes,80.0,82.0,Placed
100,7.9,0,1,2,83.0,4.8,Yes,No,58.0,81.0,NotPlaced
3909,7.2,0,1,0,73.0,4.1,Yes,Yes,72.0,83.0,Placed
7206,7.4,1,3,2,74.0,4.1,Yes,Yes,79.0,81.0,Placed
6208,8.5,2,1,2,85.0,4.7,No,Yes,75.0,84.0,Placed
8350,7.9,0,1,0,79.0,4.4,Yes,No,55.0,85.0,NotPlaced
7918,8.3,0,3,1,73.0,4.4,Yes,Yes,76.0,75.0,NotPlaced
6449,7.3,1,1,1,70.0,4.5,No,Yes,68.0,73.0,NotPlaced
3152,7.7,0,3,0,88.0,4.8,Yes,Yes,73.0,77.0,Placed
8603,8.0,1,1,0,90.0,4.5,Yes,Yes,69.0,74.0,Placed
2997,6.7,1,2,1,85.0,4.4,No,Yes,55.0,71.0,NotPlaced
572,8.2,2,3,2,90.0,4.8,Yes,Yes,88.0,82.0,Placed
2583,6.5,2,3,2,81.0,3.3,No,Yes,83.0,76.0,Placed
8718,7.3,0,1,0,72.0,4.3,No,No,55.0,68.0,NotPlaced
1796,8.3,0,2,2,82.0,4.4,No,Yes,81.0,67.0,NotPlaced
2867,7.7,1,3,1,76.0,4.0,No,No,65.0,61.0,NotPlaced
6001,8.2,1,3,3,88.0,4.8,No,Yes,82.0,69.0,Placed
6932,8.1,2,1,0,71.0,3.4,Yes,No,66.0,67.0,NotPlaced
3055,8.4,2,2,2,78.0,4.1,No,Yes,83.0,80.0,Placed
8658,7.8,2,3,0,86.0,4.6,Yes,Yes,74.0,86.0,Placed
1179,8.8,2,1,2,85.0,4.8,Yes,Yes,72.0,84.0,Placed
590,7.8,1,2,0,81.0,3.9,No,No,63.0,71.0,NotPlaced
2967,6.7,2,1,1,75.0,4.6,No,No,61.0,67.0,NotPlaced
9730,6.6,1,2,0,83.0,4.0,No,Yes,58.0,70.0,NotPlaced
