studentid,cgpa,internships,projects,certifications,aptitudetestscore,softskillsrating,extracurricularactivities,placementtraining,ssc_marks,hsc_marks,placementstatus
3115,6.8,1,1,0,69.0,4.0,No,No,55.0,63.0,NotPlaced
2960,7.7,1,3,2,85.0,4.8,Yes,Yes,80.0,86.0,Placed
9752,7.7,1,1,0,82.0,4.6,Yes,No,55.0,84.0,NotPlaced
4628,7.5,1,1,1,68.0,4.3,No,No,61.0,67.0,NotPlaced
4270,7.9,2,3,2,83.0,4.7,Yes,No,77.0,80.0,Placed
2071,8.3,0,3,2,90.0,4.7,Yes,Yes,76.0,85.0,Placed
4783,6.8,1,3,2,79.0,4.4,Yes,Yes,71.0,87.0,Placed
9525,7.3,1,1,1,85.0,4.8,No,Yes,55.0,66.0,Placed
9539,7.8,1,2,1,69.0,4.5,Yes,No,71.0,67.0,NotPlaced
4851,8.6,2,2,2,81.0,4.8,Yes,Yes,78.0,81.0,Placed
4080,7.6,1,2,1,74.0,4.0,Yes,Yes,62.0,85.0,NotPlaced
9509,6.7,1,1,0,78.0,4.2,Yes,Yes,61.0,73.0,Placed
4379,7.9,2,3,2,88.0,4.7,Yes,No,81.0,80.0,Placed
2736,8.1,2,3,2,90.0,4.7,Yes,Yes,76.0,88.0,Placed
5865,7.6,1,3,2,77.0,4.4,No,Yes,55.0,71.0,Placed
3166,7.8,1,1,0,90.0,4.3,No,Yes,69.0,84.0,Placed
7002,8.4,1,3,1,75.0,4.3,Yes,No,73.0,73.0,NotPlaced
6434,6.5,1,1,0,70.0,3.8,No,Yes,59.0,68.0,Placed
9319,6.5,0,2,1,71.0,3.8,No,Yes,55.0,72.0,NotPlaced
3025,6.5,1,2,1,80.0,4.8,No,No,83.0,65.0,NotPlaced
9804,7.5,0,1,1,71.0,3.6,No,Yes,59.0,64.0,NotPlaced
937,8.4,2,3,3,87.0,4.8,No,Yes,72.0,70.0,Placed
1483,8.2,0,1,1,73.0,4.5,Yes,No,58.0,65.0,Placed
7648,8.3,2,3,2,90.0,4.8,Yes,Yes,86.0,85.0,Placed
4944,6.7,1,2,1,76.0,3.2,No,Yes,55.0,80.0,NotPlaced
3997,6.5,1,1,0,89.0,3.9,No,Yes,56.0,71.0,NotPlaced
5557,8.1,1,1,3,75.0,4.0,No,No,55.0,66.0,NotPlaced
9073,8.1,2,3,2,90.0,4.8,Yes,Yes,90.0,86.0,Placed
2592,6.6,1,3,2,76.0,4.5,Yes,Yes,74.0,84.0,Placed
9953,8.1,2,3,2,90.0,4.8,Yes,Yes,74.0,86.0,Placed
7034,7.4,1,3,1,78.0,3.9,No,Yes,55.0,71.0,NotPlaced
3960,6.5,1,1,1,68.0,4.1,No,Yes,78.0,68.0,NotPlaced
1281,8.2,1,1,1,80.0,4.3,No,No,75.0,64.0,NotPlaced
7444,7.6,1,3,3,79.0,4.2,No,Yes,61.0,70.0,NotPlaced
7577,8.3,2,3,0,90.0,4.8,Yes,Yes,79.0,82.0,Placed
4905,8.1,1,3,2,90.0,4.4,Yes,Yes,77.0,86.0,Placed
7638,8.5,1,2,0,87.0,4.3,Yes,Yes,72.0,83.0,Placed
5555,8.4,2,3,2,90.0,4.8,Yes,Yes,75.0,88.0,Placed
9731,7.5,1,2,0,84.0,4.5,No,No,55.0,66.0,NotPlaced
2588,8.8,1,1,0,69.0,4.7,Yes,Yes,70.0,83.0,NotPlaced
5529,6.5,0,2,2,88.0,4.6,No,Yes,71.0,72.0,NotPlaced
5621,7.7,2,3,2,90.0,4.8,Yes,Yes,88.0,85.0,Placed
1559,8.3,1,3,2,88.0,4.4,Yes,Yes,79.0,85.0,Placed
2582,7.9,1,3,0,78.0,4.2,No,Yes,55.0,74.0,Placed
8625,7.8,0,3,0,89.0,4.8,Yes,Yes,83.0,79.0,Placed
8916,7.5,0,1,0,74.0,4.5,Yes,Yes,71.0,80.0,NotPlaced
8479,8.3,2,2,2,87.0,4.7,Yes,Yes,86.0,85.0,Placed
6767,8.6,1,3,2,83.0,4.8,Yes,Yes,77.0,77.0,Placed
2291,8.7,1,3,2,80.0,4.7,Yes,Yes,76.0,82.0,Placed
6074,6.8,0,3,1,74.0,4.5,Yes,Yes,83.0,69.0,Placed
8335,6.5,2,3,0,81.0,3.5,No,Yes,55.0,62.0,NotPlaced
6239,8.5,2,3,2,83.0,4.8,Yes,Yes,76.0,83.0,Placed
3989,6.5,1,1,1,82.0,4.1,No,No,65.0,65.0,NotPlaced
4498,7.6,1,2,0,74.0,4.6,No,Yes,59.0,60.0,NotPlaced
7639,7.6,0,1,1,71.0,4.3,No,No,59.0,66.0,NotPlaced
6773,7.4,0,1,0,76.0,4.3,No,Yes,65.0,68.0,NotPlaced
6624,7.6,1,1,1,78.0,4.0,Yes,Yes,55.0,69.0,NotPlaced
6786,8.5,0,3,0,89.0,4.7,Yes,Yes,83.0,80.0,Placed
5838,8.4,0,3,2,87.0,4.2,Yes,Yes,80.0,84.0,Placed
2213,6.5,1,1,1,62.0,4.1,No,Yes,63.0,67.0,NotPlaced
5493,8.4,1,1,0,78.0,4.3,Yes,Yes,55.0,69.0,Placed
6564,7.8,1,3,2,77.0,4.2,Yes,No,81.0,64.0,NotPlaced
3831,7.5,0,1,0,85.0,3.9,Yes,Yes,82.0,81.0,NotPlaced
5514,8.3,2,3,0,82.0,3.5,Yes,No,82.0,80.0,NotPlaced
346,7.1,1,1,1,63.0,3.6,No,Yes,58.0,68.0,NotPlaced
7658,8.6,1,1,2,90.0,4.7,Yes,Yes,87.0,66.0,Placed
7568,6.5,2,1,0,86.0,3.4,No,Yes,55.0,64.0,NotPlaced
6902,8.0,1,1,0,79.0,3.8,No,No,55.0,66.0,NotPlaced
5083,8.3,2,1,2,81.0,4.8,Yes,No,89.0,83.0,NotPlaced
5376,7.7,0,3,1,85.0,4.3,Yes,Yes,77.0,65.0,Placed
145,8.4,1,2,1,74.0,4.3,Yes,Yes,59.0,80.0,Placed
9317,8.4,1,3,2,90.0,4.8,Yes,Yes,88.0,84.0,Placed
4207,8.4,2,3,2,87.0,4.8,Yes,Yes,79.0,86.0,Placed
6440,8.3,1,3,2,89.0,4.4,Yes,Yes,63.0,81.0,Placed
4450,8.2,1,3,2,79.0,4.8,Yes,Yes,71.0,82.0,Placed
7978,6.7,0,1,1,80.0,3.7,Yes,Yes,75.0,70.0,NotPlaced
7513,6.9,1,2,1,74.0,4.0,Yes,Yes,59.0,66.0,NotPlaced
8850,8.6,1,3,2,90.0,4.8,Yes,Yes,78.0,85.0,Placed
3111,7.1,1,1,2,71.0,4.2,No,Yes,57.0,71.0,NotPlaced
6080,8.1,1,3,2,80.0,4.7,No,Yes,67.0,67.0,Placed
5283,8.1,1,3,0,88.0,4.5,Yes,Yes,78.0,83.0,Placed
5349,8.5,1,3,1,84.0,4.3,Yes,Yes,55.0,66.0,NotPlaced
6638,7.6,1,3,0,78.0,3.9,No,Yes,59.0,71.0,Placed
5821,7.5,1,1,1,80.0,4.2,No,No,55.0,62.0,NotPlaced
8944,7.2,1,1,1,74.0,3.9,No,Yes,57.0,69.0,NotPlaced
8620,8.2,1,1,2,90.0,4.8,Yes,Yes,71.0,87.0,Placed
4381,8.5,2,3,3,79.0,4.1,Yes,Yes,69.0,86.0,NotPlaced
9598,8.3,1,3,0,90.0,4.4,Yes,Yes,83.0,81.0,Placed
7916,8.0,1,3,3,85.0,4.7,Yes,Yes,79.0,84.0,NotPlaced
7727,8.6,1,3,2,90.0,4.6,Yes,Yes,88.0,85.0,Placed
5005,8.6,1,2,1,73.0,4.7,Yes,Yes,76.0,66.0,NotPlaced
392,7.5,1,2,0,90.0,4.2,No,Yes,77.0,64.0,Placed
8035,8.3,0,3,2,83.0,4.3,Yes,Yes,76.0,84.0,Placed
7370,7.3,1,1,1,74.0,4.8,No,No,55.0,66.0,NotPlaced
3177,6.8,1,2,0,67.0,4.1,No,Yes,57.0,65.0,NotPlaced
3493,7.8,2,3,0,89.0,4.5,Yes,Yes,77.0,82.0,Placed
7457,7.4,1,1,0,69.0,3.9,No,No,62.0,74.0,NotPlaced
1794,8.5,2,3,2,90.0,4.8,Yes,Yes,83.0,82.0,Placed
7057,7.9,2,3,2,90.0,4.8,Yes,Yes,70.0,83.0,Placed
3110,7.4,1,2,1,75.0,4.3,No,Yes,55.0,66.0,NotPlaced
489,6.6,1,3,0,70.0,4.1,Yes,No,78.0,63.0,Placed
302,8.1,1,3,0,70.0,4.8,Yes,No,71.0,72.0,NotPlaced
6937,7.6,1,2,0,63.0,4.1,No,Yes,55.0,64.0,NotPlaced
3366,8.4,2,2,2,83.0,4.5,Yes,Yes,84.0,86.0,Placed
5649,7.4,1,1,0,77.0,3.6,No,Yes,73.0,78.0,NotPlaced
8622,7.7,0,2,0,79.0,4.0,No,No,58.0,72.0,NotPlaced
9579,8.6,1,3,2,88.0,4.8,Yes,Yes,70.0,83.0,Placed
4256,7.5,1,2,0,76.0,3.8,No,Yes,55.0,84.0,NotPlaced
3568,8.1,2,3,0,86.0,3.5,Yes,Yes,75.0,83.0,Placed
9024,7.8,1,1,1,72.0,4.6,Yes,Yes,60.0,60.0,NotPlaced
2840,7.5,1,1,0,71.0,4.0,No,No,60.0,57.0,NotPlaced
9338,8.0,2,3,1,90.0,4.8,Yes,Yes,86.0,85.0,Placed
7970,8.4,2,3,2,90.0,4.8,Yes,Yes,82.0,88.0,Placed
6075,7.5,1,2,0,63.0,3.4,No,Yes,55.0,68.0,NotPlaced
9387,8.1,2,3,2,89.0,4.8,Yes,Yes,72.0,84.0,Placed
3835,8.3,0,2,2,76.0,4.1,Yes,Yes,76.0,85.0,Placed
4540,8.6,1,2,2,82.0,4.3,Yes,Yes,82.0,83.0,Placed
9494,8.5,2,3,2,90.0,4.6,Yes,Yes,81.0,76.0,Placed
3112,8.1,2,3,0,66.0,4.2,Yes,No,63.0,58.0,NotPlaced
5715,7.9,1,3,2,90.0,4.4,Yes,Yes,80.0,84.0,Placed
1621,6.5,0,1,1,70.0,3.6,No,No,57.0,68.0,NotPlaced
3094,7.4,1,2,1,66.0,3.5,No,No,55.0,65.0,NotPlaced
6558,6.9,0,2,0,71.0,4.0,No,Yes,55.0,71.0,NotPlaced
16,7.4,0,2,1,78.0,4.4,No,No,63.0,66.0,NotPlaced
119,6.5,1,2,1,78.0,4.2,No,No,62.0,62.0,NotPlaced
3774,7.7,1,2,0,73.0,3.7,No,No,55.0,70.0,NotPlaced
1834,7.6,0,2,0,77.0,3.7,Yes,Yes,72.0,80.0,Placed
3229,8.4,1,1,0,84.0,4.7,Yes,No,62.0,63.0,NotPlaced
1021,7.8,2,2,2,81.0,4.8,Yes,Yes,74.0,88.0,Placed
7220,8.1,0,2,1,85.0,4.8,Yes,No,87.0,80.0,NotPlaced
872,7.5,1,1,0,74.0,4.2,No,No,62.0,68.0,NotPlaced
2308,7.4,1,1,1,63.0,3.6,No,No,65.0,65.0,NotPlaced
9619,8.2,2,3,2,80.0,4.0,Yes,Yes,78.0,83.0,Placed
1079,6.6,1,2,0,77.0,4.1,No,Yes,55.0,72.0,NotPlaced
996,7.7,1,2,1,76.0,4.7,Yes,Yes,73.0,88.0,NotPlaced
7070,7.8,1,1,1,74.0,3.4,Yes,Yes,65.0,66.0,NotPlaced
9470,8.3,2,3,2,90.0,4.8,Yes,Yes,90.0,86.0,Placed
9068,7.0,0,3,3,76.0,4.5,Yes,Yes,87.0,81.0,Placed
8354,8.6,2,3,2,90.0,4.8,Yes,Yes,89.0,84.0,Placed
3358,7.7,2,1,0,85.0,4.4,Yes,No,66.0,75.0,Placed
764,7.6,1,1,0,70.0,3.5,No,No,63.0,62.0,NotPlaced
7108,8.0,2,3,2,83.0,4.5,Yes,Yes,79.0,87.0,Placed
2467,7.5,1,2,0,79.0,4.3,No,Yes,58.0,67.0,NotPlaced
5178,7.4,2,3,2,90.0,4.6,Yes,No,74.0,87.0,Placed
1045,7.6,1,2,0,76.0,3.8,Yes,Yes,55.0,73.0,Placed
2107,7.3,0,1,1,66.0,4.7,No,No,59.0,66.0,NotPlaced
5898,8.2,2,2,2,73.0,4.6,Yes,Yes,83.0,87.0,NotPlaced
1306,8.2,1,3,2,90.0,4.8,Yes,Yes,64.0,87.0,NotPlaced
9501,7.6,2,3,2,82.0,4.8,Yes,Yes,80.0,80.0,Placed
8355,7.7,1,3,1,82.0,4.5,Yes,Yes,68.0,79.0,NotPlaced
6599,7.9,1,1,0,81.0,4.2,No,Yes,72.0,69.0,NotPlaced
8920,8.7,2,2,0,89.0,4.5,No,Yes,78.0,71.0,Placed
9859,7.5,1,3,2,90.0,4.8,Yes,Yes,74.0,85.0,NotPlaced
8560,7.7,1,2,1,72.0,4.5,No,Yes,55.0,65.0,NotPlaced
9665,8.4,2,3,2,90.0,4.8,Yes,Yes,80.0,85.0,Placed
1411,7.9,1,3,0,82.0,4.6,Yes,Yes,76.0,82.0,Placed
6302,7.5,2,3,2,85.0,4.3,Yes,No,78.0,81.0,NotPlaced
3319,6.5,1,1,1,78.0,3.6,No,Yes,86.0,67.0,NotPlaced
1067,6.5,0,1,1,82.0,4.5,No,No,55.0,71.0,NotPlaced
5857,6.5,0,3,1,70.0,3.3,Yes,Yes,68.0,66.0,Placed
3007,7.9,1,2,2,83.0,4.5,Yes,No,69.0,87.0,Placed
8303,7.8,1,2,0,84.0,4.4,No,Yes,60.0,65.0,NotPlaced
4953,8.0,1,3,1,87.0,3.9,No,Yes,56.0,66.0,NotPlaced
8692,7.8,2,3,2,90.0,4.5,Yes,Yes,78.0,83.0,Placed
8674,8.2,0,3,2,76.0,4.7,Yes,Yes,83.0,85.0,NotPlaced
5367,6.6,1,1,0,71.0,4.1,No,Yes,67.0,64.0,NotPlaced
9195,8.5,2,1,1,70.0,4.3,Yes,Yes,58.0,63.0,Placed
5084,7.0,0,1,0,75.0,3.8,Yes,No,59.0,72.0,NotPlaced
4751,6.7,1,1,0,71.0,4.5,No,No,58.0,59.0,NotPlaced
1120,8.4,2,2,2,87.0,4.7,Yes,Yes,56.0,85.0,NotPlaced
4071,8.4,2,3,2,90.0,4.8,Yes,Yes,69.0,83.0,Placed
4019,7.6,1,2,1,74.0,4.1,No,Yes,55.0,65.0,Placed
9709,8.3,2,3,2,85.0,4.8,Yes,No,83.0,88.0,NotPlaced
7006,7.7,1,3,2,84.0,4.8,No,Yes,70.0,67.0,NotPlaced
186,6.5,0,1,0,78.0,3.7,Yes,Yes,75.0,69.0,NotPlaced
7419,7.5,1,1,1,77.0,4.4,Yes,No,70.0,67.0,NotPlaced
6533,7.3,1,1,0,65.0,3.3,No,Yes,61.0,74.0,NotPlaced
7160,8.1,2,1,1,78.0,4.4,Yes,Yes,77.0,67.0,NotPlaced
7554,7.8,1,1,1,63.0,4.1,No,Yes,55.0,67.0,NotPlaced
2836,8.6,2,2,1,74.0,4.0,No,No,59.0,63.0,NotPlaced
5603,8.4,1,3,2,90.0,4.8,Yes,Yes,69.0,87.0,Placed
1526,8.7,1,1,2,81.0,4.1,Yes,Yes,72.0,68.0,NotPlaced
5034,7.7,0,2,0,88.0,4.8,Yes,No,77.0,81.0,NotPlaced
5773,6.5,0,2,0,74.0,3.5,No,No,61.0,61.0,NotPlaced
9885,6.7,1,1,0,76.0,3.8,Yes,Yes,60.0,67.0,NotPlaced
5486,8.2,1,1,1,76.0,4.1,No,No,58.0,80.0,NotPlaced
1608,8.1,1,3,1,71.0,4.1,Yes,Yes,85.0,77.0,NotPlaced
7145,8.5,1,3,0,75.0,4.8,Yes,Yes,78.0,64.0,NotPlaced
8019,6.7,1,2,0,67.0,3.9,No,No,59.0,69.0,NotPlaced
3460,8.0,1,2,1,73.0,4.4,Yes,Yes,84.0,75.0,Placed
1098,7.6,1,2,0,81.0,4.5,No,Yes,76.0,84.0,NotPlaced
1270,8.0,2,3,1,85.0,4.8,Yes,Yes,72.0,82.0,NotPlaced
106,8.5,2,3,2,90.0,4.8,Yes,Yes,72.0,87.0,Placed
9629,8.4,0,3,2,90.0,4.8,Yes,Yes,55.0,67.0,Placed
6931,7.6,0,1,1,76.0,3.8,No,No,58.0,66.0,NotPlaced
5339,6.7,0,1,2,69.0,4.4,Yes,No,81.0,59.0,NotPlaced
3610,7.3,2,2,0,66.0,4.1,Yes,Yes,60.0,70.0,NotPlaced
6991,8.0,1,3,2,90.0,4.8,Yes,Yes,66.0,79.0,NotPlaced
5261,7.4,1,2,2,78.0,4.5,No,Yes,55.0,75.0,NotPlaced
4224,7.4,1,1,0,75.0,4.3,No,Yes,62.0,66.0,NotPlaced
8555,8.6,2,3,2,90.0,4.8,No,Yes,71.0,85.0,Placed
7197,8.4,2,3,2,90.0,4.8,Yes,Yes,73.0,88.0,Placed
4433,7.7,0,1,0,67.0,3.8,No,Yes,57.0,66.0,NotPlaced
5930,6.6,1,1,0,78.0,4.3,No,Yes,83.0,70.0,NotPlaced
2339,8.5,0,3,3,84.0,4.6,No,Yes,86.0,70.0,NotPlaced
9547,8.3,1,3,2,90.0,4.8,Yes,Yes,80.0,86.0,Placed
9622,8.2,2,3,2,90.0,4.8,Yes,Yes,79.0,86.0,Placed
4331,8.2,2,3,2,75.0,3.9,Yes,Yes,78.0,69.0,NotPlaced
1961,8.3,2,3,0,77.0,4.1,Yes,Yes,84.0,64.0,NotPlaced
4018,7.8,1,2,0,78.0,4.0,Yes,Yes,67.0,72.0,NotPlaced
4434,7.7,0,1,0,81.0,4.4,Yes,Yes,76.0,68.0,NotPlaced
6525,7.9,1,2,0,75.0,3.9,No,Yes,62.0,73.0,NotPlaced
5725,8.6,2,3,2,90.0,4.8,Yes,Yes,85.0,82.0,Placed
9550,8.2,2,3,2,88.0,4.7,Yes,Yes,83.0,83.0,Placed
7494,8.3,2,3,2,90.0,4.8,Yes,Yes,78.0,80.0,Placed
3347,6.5,1,2,0,72.0,4.1,No,No,55.0,70.0,NotPlaced
2927,7.5,0,2,1,69.0,4.5,No,Yes,55.0,60.0,NotPlaced
9034,8.9,1,3,0,83.0,4.8,Yes,Yes,77.0,76.0,Placed
1495,6.5,1,1,1,70.0,3.9,No,No,55.0,62.0,NotPlaced
2138,8.0,2,2,2,90.0,4.8,Yes,Yes,75.0,85.0,Placed
1358,7.6,1,1,1,75.0,3.9,No,Yes,62.0,70.0,NotPlaced
1912,7.1,1,3,0,81.0,4.2,Yes,Yes,62.0,88.0,Placed
7223,7.3,1,2,0,82.0,4.4,Yes,No,55.0,65.0,NotPlaced
8676,8.4,1,2,0,79.0,3.4,Yes,Yes,72.0,88.0,Placed
1339,6.5,1,1,0,67.0,4.6,No,Yes,55.0,74.0,NotPlaced
1859,7.7,1,1,1,73.0,4.3,No,No,65.0,63.0,NotPlaced
6012,7.5,0,1,0,80.0,4.1,No,Yes,62.0,73.0,NotPlaced
8524,7.5,1,1,1,81.0,4.0,No,Yes,75.0,61.0,NotPlaced
666,8.1,2,3,2,90.0,4.8,Yes,Yes,79.0,83.0,Placed
1113,7.4,1,3,1,87.0,3.6,No,No,57.0,61.0,NotPlaced
3481,6.7,1,1,0,89.0,4.6,No,No,55.0,68.0,NotPlaced
2129,8.6,1,2,0,77.0,4.7,No,Yes,55.0,68.0,Placed
1487,8.5,1,3,2,90.0,4.8,Yes,Yes,76.0,85.0,Placed
1878,7.4,0,1,1,81.0,3.5,Yes,Yes,71.0,65.0,NotPlaced
6658,7.8,1,2,0,90.0,4.8,Yes,Yes,84.0,84.0,NotPlaced
3965,7.7,1,2,1,76.0,4.8,No,Yes,59.0,68.0,NotPlaced
1354,8.1,1,3,1,82.0,4.8,Yes,Yes,82.0,82.0,Placed
5567,6.5,2,1,0,60.0,4.5,No,No,67.0,72.0,NotPlaced
2021,7.4,1,1,1,70.0,3.2,No,Yes,58.0,67.0,NotPlaced
8865,7.5,0,1,2,74.0,4.0,No,Yes,55.0,72.0,NotPlaced
1529,8.3,1,3,2,80.0,4.1,Yes,Yes,76.0,83.0,Placed
3276,7.8,1,2,1,89.0,4.8,Yes,Yes,70.0,73.0,NotPlaced
7115,6.9,1,3,2,78.0,3.8,Yes,Yes,75.0,74.0,NotPlaced
8807,7.4,1,1,0,74.0,4.5,No,No,64.0,71.0,Placed
6458,6.5,1,2,0,74.0,4.1,No,Yes,55.0,59.0,NotPlaced
9612,6.5,2,2,1,88.0,3.9,No,Yes,68.0,73.0,NotPlaced
6492,8.2,1,1,2,79.0,4.8,Yes,Yes,61.0,58.0,NotPlaced
5755,7.1,0,3,0,80.0,4.4,Yes,No,80.0,83.0,Placed
7929,7.3,1,2,0,80.0,4.5,Yes,Yes,55.0,64.0,Placed
8914,6.5,0,2,0,83.0,4.6,Yes,Yes,55.0,65.0,NotPlaced
8951,8.4,2,3,2,83.0,4.7,Yes,Yes,83.0,84.0,Placed
9008,6.7,0,1,1,85.0,4.2,Yes,Yes,68.0,64.0,Placed
1129,6.7,0,1,0,60.0,3.9,No,Yes,55.0,58.0,NotPlaced
4273,7.6,1,1,3,65.0,4.0,Yes,Yes,55.0,69.0,NotPlaced
3013,8.3,1,3,1,73.0,4.5,Yes,Yes,83.0,66.0,Placed
3049,8.4,2,3,2,90.0,4.8,Yes,Yes,78.0,83.0,Placed
3648,8.2,1,1,3,83.0,4.0,Yes,Yes,74.0,83.0,Placed
7790,7.9,2,1,1,70.0,4.7,No,No,61.0,63.0,NotPlaced
756,7.8,1,2,3,87.0,4.4,Yes,Yes,75.0,84.0,NotPlaced
4774,8.3,1,3,2,90.0,4.3,Yes,Yes,80.0,84.0,Placed
3826,6.6,0,2,0,64.0,4.6,Yes,No,59.0,63.0,NotPlaced
9887,6.8,0,2,2,80.0,4.5,No,Yes,63.0,66.0,NotPlaced
4455,8.2,2,3,2,90.0,4.5,Yes,Yes,74.0,81.0,Placed
6163,8.5,2,3,2,90.0,4.8,Yes,Yes,82.0,83.0,Placed
136,8.4,2,3,1,88.0,4.6,Yes,Yes,74.0,82.0,NotPlaced
3706,7.6,0,3,0,71.0,3.9,Yes,Yes,57.0,75.0,NotPlaced
7039,7.5,1,2,0,90.0,4.6,No,Yes,65.0,68.0,NotPlaced
3956,6.5,1,3,3,79.0,4.3,Yes,Yes,63.0,87.0,Placed
8597,8.0,0,3,2,76.0,4.8,Yes,Yes,80.0,84.0,Placed
6641,8.3,2,3,2,88.0,4.4,Yes,Yes,81.0,86.0,Placed
1688,7.4,1,2,0,81.0,4.8,Yes,No,55.0,69.0,NotPlaced
5911,6.7,1,1,1,66.0,3.5,Yes,No,86.0,69.0,NotPlaced
9240,6.7,1,2,0,82.0,4.7,Yes,Yes,71.0,87.0,Placed
974,7.6,1,2,1,81.0,4.0,No,Yes,55.0,61.0,NotPlaced
5341,6.7,1,2,2,76.0,3.8,No,Yes,61.0,61.0,NotPlaced
8319,7.9,0,2,2,81.0,4.3,Yes,No,84.0,61.0,NotPlaced
4410,6.8,1,2,0,73.0,4.3,No,Yes,79.0,62.0,Placed
3349,7.1,1,1,0,77.0,4.1,No,Yes,74.0,66.0,NotPlaced
2757,8.4,2,3,2,90.0,4.8,Yes,Yes,81.0,81.0,Placed
2151,7.5,1,1,1,88.0,4.8,No,Yes,56.0,66.0,Placed
2580,6.5,0,1,1,73.0,3.8,No,Yes,55.0,71.0,NotPlaced
8628,8.5,2,3,2,90.0,4.8,Yes,Yes,81.0,88.0,Placed
5605,8.4,2,3,2,88.0,4.5,Yes,Yes,90.0,79.0,Placed
4589,7.4,1,2,0,85.0,4.6,No,Yes,60.0,68.0,Placed
6706,8.2,1,3,2,89.0,4.7,Yes,Yes,64.0,84.0,NotPlaced
7708,6.6,1,1,1,85.0,4.1,Yes,Yes,80.0,85.0,NotPlaced
1701,7.5,1,1,2,84.0,4.7,Yes,Yes,66.0,83.0,NotPlaced
7050,7.7,1,2,0,83.0,4.0,Yes,Yes,68.0,69.0,NotPlaced
5216,7.5,1,2,1,76.0,3.8,No,No,55.0,63.0,NotPlaced
6978,7.4,1,1,1,64.0,4.3,Yes,Yes,55.0,64.0,NotPlaced
2409,6.5,1,1,1,79.0,4.1,No,No,61.0,67.0,Placed
3646,7.9,2,3,0,81.0,4.6,Yes,Yes,82.0,79.0,NotPlaced
1391,7.9,0,3,0,75.0,3.6,Yes,Yes,62.0,70.0,Placed
9164,8.2,0,1,1,81.0,4.2,Yes,Yes,68.0,84.0,Placed
4193,7.6,0,1,1,76.0,3.9,No,Yes,55.0,72.0,NotPlaced
6631,7.3,1,1,1,76.0,4.5,No,Yes,55.0,74.0,NotPlaced
1491,7.1,1,2,1,80.0,4.7,No,Yes,57.0,74.0,Placed
5115,7.5,1,3,2,78.0,4.7,Yes,Yes,79.0,81.0,NotPlaced
5125,7.7,0,1,0,65.0,4.6,No,No,58.0,59.0,NotPlaced
3718,8.7,1,1,1,70.0,4.1,No,No,68.0,60.0,NotPlaced
7756,7.6,0,3,0,85.0,4.7,Yes,Yes,70.0,75.0,Placed
9943,8.1,2,2,2,90.0,4.8,Yes,Yes,80.0,70.0,Placed
3038,7.4,1,2,1,66.0,4.3,No,No,78.0,70.0,NotPlaced
1492,7.8,1,2,0,76.0,4.4,Yes,Yes,80.0,63.0,NotPlaced
2639,7.6,0,1,0,69.0,3.4,No,No,60.0,74.0,NotPlaced
6232,7.7,1,1,2,80.0,4.5,Yes,Yes,81.0,83.0,NotPlaced
2250,8.5,1,2,1,76.0,3.8,No,Yes,58.0,70.0,NotPlaced
8111,8.6,1,3,2,72.0,4.0,Yes,Yes,80.0,64.0,Placed
1867,7.7,1,1,0,65.0,3.0,No,No,55.0,74.0,NotPlaced
8433,7.0,1,1,1,73.0,4.6,No,No,56.0,62.0,NotPlaced
1850,7.6,1,1,0,76.0,4.6,No,No,73.0,62.0,NotPlaced
7860,7.5,1,3,0,78.0,4.5,Yes,Yes,75.0,82.0,NotPlaced
9266,6.5,0,1,2,85.0,3.6,No,No,68.0,69.0,NotPlaced
9769,8.1,1,3,2,90.0,4.6,Yes,Yes,81.0,88.0,Placed
9966,6.8,0,2,1,90.0,4.8,No,Yes,55.0,87.0,NotPlaced
9592,7.8,1,3,1,77.0,3.7,No,Yes,72.0,85.0,NotPlaced
5528,7.7,1,1,0,78.0,4.4,No,Yes,82.0,81.0,NotPlaced
7005,7.4,1,1,0,78.0,3.8,No,Yes,55.0,65.0,NotPlaced
5740,8.0,2,3,2,90.0,4.6,Yes,Yes,77.0,84.0,Placed
3784,7.9,0,2,1,70.0,3.9,No,No,59.0,68.0,NotPlaced
5956,7.9,1,3,0,81.0,3.2,No,Yes,74.0,78.0,NotPlaced
5887,7.7,1,1,0,78.0,3.8,No,Yes,55.0,61.0,NotPlaced
2097,8.2,2,2,2,82.0,4.7,Yes,No,75.0,68.0,Placed
4047,7.6,1,1,1,69.0,3.6,No,No,62.0,63.0,NotPlaced
3919,8.4,0,3,2,90.0,4.8,Yes,Yes,80.0,86.0,Placed
3084,8.7,1,3,1,71.0,4.8,Yes,Yes,76.0,81.0,Placed
6812,8.2,0,3,2,90.0,4.7,Yes,Yes,76.0,88.0,Placed
9564,7.3,1,2,2,82.0,4.2,No,No,70.0,65.0,NotPlaced
1613,7.7,2,3,2,86.0,4.4,Yes,Yes,71.0,74.0,Placed
8683,8.6,1,2,0,68.0,3.9,Yes,Yes,72.0,83.0,Placed
8657,7.6,2,2,0,77.0,4.4,No,Yes,72.0,74.0,NotPlaced
2035,8.2,1,2,2,86.0,4.2,Yes,Yes,73.0,73.0,NotPlaced
1179,8.8,2,1,2,85.0,4.8,Yes,Yes,72.0,84.0,Placed
8915,7.6,1,1,1,75.0,3.6,No,Yes,59.0,62.0,NotPlaced
9413,8.6,2,2,0,77.0,3.5,No,Yes,65.0,67.0,NotPlaced
5372,8.2,0,3,2,81.0,4.7,No,No,82.0,68.0,NotPlaced
